response_id,synthetic_data_notice,raw_defect_type,age_band,gender,residence_region,party_composition,household_income_band,accessibility_needs,route_region,route_corridor,travel_type,direction,trip_purpose,vehicle,sailing_duration_band,accommodation,booking_channel,travel_frequency,completion_seconds,disruption_experienced,mot_price_value,mot_convenience,mot_car_access,mot_comfort_break,mot_scenery,mot_sustainability,mot_visiting_family,mot_business_flexibility,sat_booking,sat_terminal,sat_boarding,sat_cabin_seating,sat_food,sat_cleanliness,sat_staff,sat_wifi,sat_punctuality,sat_value,overall_satisfaction,nps_band,return_intent,recommend_intent,competitor_likelihood,service_recovery_evaluation,raw_response_id,raw_synthetic_data_notice,raw_raw_defect_type,raw_age_band,raw_gender,raw_residence_region,raw_party_composition,raw_household_income_band,raw_accessibility_needs,raw_route_region,raw_route_corridor,raw_travel_type,raw_direction,raw_trip_purpose,raw_vehicle,raw_sailing_duration_band,raw_accommodation,raw_booking_channel,raw_travel_frequency,raw_completion_seconds,raw_disruption_experienced,raw_mot_price_value,raw_mot_convenience,raw_mot_car_access,raw_mot_comfort_break,raw_mot_scenery,raw_mot_sustainability,raw_mot_visiting_family,raw_mot_business_flexibility,raw_sat_booking,raw_sat_terminal,raw_sat_boarding,raw_sat_cabin_seating,raw_sat_food,raw_sat_cleanliness,raw_sat_staff,raw_sat_wifi,raw_sat_punctuality,raw_sat_value,raw_overall_satisfaction,raw_nps_band,raw_return_intent,raw_recommend_intent,raw_competitor_likelihood,raw_service_recovery_evaluation,motivation_summary,satisfaction_summary,quality_flags,quality_status,rag_included
DFDS-01266,Synthetic simulated survey response - not real passenger data,,65+,Non-binary,Sweden,Friends,Middle,None,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Outbound,Holiday transit,Car,Overnight (6-8 hours),Premium cabin,DFDS website,Once a year,723,No,3,5,4,5,5,4,2,1,2,4,3,3,2,2,4,4,3,3,4,Promoter (9-10),3,5,3,Not applicable,DFDS-01266,Synthetic simulated survey response - not real passenger data,,65+,Non-binary,Sweden,Friends,Middle,None,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Outbound,Holiday transit,Car,Overnight (6-8 hours),Premium cabin,DFDS website,Once a year,723,No,3,5,4,5,5,4,2,1,2,4,3,3,2,2,4,4,3,3,4,Promoter (9-10),3,5,3,Not applicable,Convenience; Comfort and a break from driving; Scenery and the crossing,3.0,,usable,true
DFDS-01267,Synthetic simulated survey response - not real passenger data,,35-44,Man,France,Friends,Prefer not to say,Mobility assistance,English Channel,Newhaven-Dieppe,Car passenger,Return,Leisure,Car,Medium (3-6 hours),Reclining seat,Phone,2-3 times a year,896,No,5,3,5,2,2,2,3,2,3,3,4,2,3,3,4,4,3,3,4,Promoter (9-10),4,4,3,Not applicable,DFDS-01267,Synthetic simulated survey response - not real passenger data,,35-44,Man,France,Friends,Prefer not to say,Mobility assistance,English Channel,Newhaven-Dieppe,Car passenger,Return,Leisure,Car,Medium (3-6 hours),Reclining seat,Phone,2-3 times a year,896,No,5,3,5,2,2,2,3,2,3,3,4,2,3,3,4,4,3,3,4,Promoter (9-10),4,4,3,Not applicable,Price and value; Vehicle access,3.2,,usable,true
DFDS-01268,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Lithuania,Business colleagues,Higher,None,Baltic,Kiel-Klaipeda,Motorcycle,Return,Business,Motorcycle,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,204,No,5,3,5,5,4,3,3,5,4,4,5,5,3,4,3,4,4,3,3,Passive (7-8),3,2,2,Not applicable,DFDS-01268,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Lithuania,Business colleagues,Higher,None,Baltic,Kiel-Klaipeda,Motorcycle,Return,Business,Motorcycle,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,204,No,5,3,5,5,4,3,3,5,4,4,5,5,3,4,3,4,4,3,3,Passive (7-8),3,2,2,Not applicable,Price and value; Vehicle access; Comfort and a break from driving; Business flexibility,3.9,,usable,true
DFDS-01269,Synthetic simulated survey response - not real passenger data,,65+,Woman,United Kingdom,Solo,Higher,None,North Sea,Harwich-Hook of Holland,Car passenger,Outbound,Leisure,Car,Overnight (6-8 hours),Private cabin,Phone,Once a year,215,No,4,4,5,5,2,2,3,1,3,2,2,3,4,3,4,3,2,1,3,Passive (7-8),4,3,3,Not applicable,DFDS-01269,Synthetic simulated survey response - not real passenger data,,65+,Woman,United Kingdom,Solo,Higher,None,North Sea,Harwich-Hook of Holland,Car passenger,Outbound,Leisure,Car,Overnight (6-8 hours),Private cabin,Phone,Once a year,215,No,4,4,5,5,2,2,3,1,3,2,2,3,4,3,4,3,2,1,3,Passive (7-8),4,3,3,Not applicable,Vehicle access; Comfort and a break from driving,2.7,,usable,true
DFDS-01270,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Netherlands,Business colleagues,Higher,Mobility assistance,North Sea,Harwich-Hook of Holland,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,DFDS app,Monthly or more,716,No,4,3,5,4,4,3,1,5,4,4,3,2,2,4,2,3,4,3,3,Passive (7-8),4,2,2,Not applicable,DFDS-01270,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Netherlands,Business colleagues,Higher,Mobility assistance,North Sea,Harwich-Hook of Holland,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,DFDS app,Monthly or more,716,No,4,3,5,4,4,3,1,5,4,4,3,2,2,4,2,3,4,3,3,Passive (7-8),4,2,2,Not applicable,Vehicle access; Business flexibility,3.1,,usable,true
DFDS-01271,Synthetic simulated survey response - not real passenger data,missing_values,45-54,Man,Sweden,Friends,Lower,None,Norway coastal / overnight,Frederikshavn-Oslo,Motorcycle,Outbound,Holiday transit,Motorcycle,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,728,No,3,5,5,4,3,,1,2,2,3,3,4,,4,4,4,4,3,3,Passive (7-8),4,2,3,,DFDS-01271,Synthetic simulated survey response - not real passenger data,missing_values,45-54,Man,Sweden,Friends,Lower,None,Norway coastal / overnight,Frederikshavn-Oslo,Motorcycle,Outbound,Holiday transit,Motorcycle,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,728,No,3,5,5,4,3,,1,2,2,3,3,4,,4,4,4,4,3,3,Passive (7-8),4,2,3,,Convenience; Vehicle access,3.44,,usable,true
DFDS-01272,Synthetic simulated survey response - not real passenger data,speeding,55-64,Prefer not to say,United Kingdom,Family with children,Prefer not to say,Hearing or vision support,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Not applicable,DFDS website,2-3 times a year,57,Yes,4,5,5,4,2,2,1,3,2,4,4,4,4,4,4,4,1,2,4,Promoter (9-10),3,3,2,4,DFDS-01272,Synthetic simulated survey response - not real passenger data,speeding,55-64,Prefer not to say,United Kingdom,Family with children,Prefer not to say,Hearing or vision support,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Not applicable,DFDS website,2-3 times a year,57,Yes,4,5,5,4,2,2,1,3,2,4,4,4,4,4,4,4,1,2,4,Promoter (9-10),3,3,2,4,Convenience; Vehicle access,3.3,speeding,usable_with_caution,true
DFDS-01273,Synthetic simulated survey response - not real passenger data,straight_lining,65+,Prefer not to say,Germany,Business colleagues,Higher,None,Baltic,Kiel-Klaipeda,Foot passenger,Return,Business,None,Long overnight (8+ hours),Premium cabin,DFDS website,First time,783,No,5,5,1,3,4,2,3,5,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,2,Not applicable,DFDS-01273,Synthetic simulated survey response - not real passenger data,straight_lining,65+,Prefer not to say,Germany,Business colleagues,Higher,None,Baltic,Kiel-Klaipeda,Foot passenger,Return,Business,None,Long overnight (8+ hours),Premium cabin,DFDS website,First time,783,No,5,5,1,3,4,2,3,5,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,2,Not applicable,Price and value; Convenience; Business flexibility,4.0,straight_lining,usable_with_caution,true
DFDS-01274,Synthetic simulated survey response - not real passenger data,duplicate_pattern,65+,Prefer not to say,Germany,Business colleagues,Higher,None,Baltic,Kiel-Klaipeda,Foot passenger,Return,Business,None,Long overnight (8+ hours),Premium cabin,DFDS website,First time,783,No,5,5,1,3,4,2,3,5,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,2,Not applicable,DFDS-01274,Synthetic simulated survey response - not real passenger data,duplicate_pattern,65+,Prefer not to say,Germany,Business colleagues,Higher,None,Baltic,Kiel-Klaipeda,Foot passenger,Return,Business,None,Long overnight (8+ hours),Premium cabin,DFDS website,First time,783,No,5,5,1,3,4,2,3,5,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,2,Not applicable,Price and value; Convenience; Business flexibility,4.0,straight_lining;duplicate_pattern,exclude_from_analysis,false
DFDS-01275,Synthetic simulated survey response - not real passenger data,route_trip_conflict,45-54,Non-binary,Sweden,Solo,Higher,None,English Channel,Dover-Calais,Motorcycle,Outbound,Holiday transit,Motorcycle,Long overnight (8+ hours),Private cabin,Phone,First time,869,No,5,5,5,3,3,4,1,1,5,3,5,4,5,3,4,3,3,5,4,Promoter (9-10),4,4,3,Not applicable,DFDS-01275,Synthetic simulated survey response - not real passenger data,route_trip_conflict,45-54,Non-binary,Sweden,Solo,Higher,None,English Channel,Dover-Calais,Motorcycle,Outbound,Holiday transit,Motorcycle,Long overnight (8+ hours),Private cabin,Phone,First time,869,No,5,5,5,3,3,4,1,1,5,3,5,4,5,3,4,3,3,5,4,Promoter (9-10),4,4,3,Not applicable,Price and value; Convenience; Vehicle access,4.0,route_trip_conflict,exclude_from_analysis,false
DFDS-01276,Synthetic simulated survey response - not real passenger data,,25-34,Man,Denmark,Friends,Higher,Hearing or vision support,Norway coastal / overnight,Copenhagen-Oslo,Motorcycle,Return,Holiday transit,Motorcycle,Long overnight (8+ hours),Private cabin,Travel agent,2-3 times a year,876,No,5,4,4,5,5,4,3,1,4,5,4,5,5,5,5,3,5,5,5,Promoter (9-10),5,5,1,Not applicable,DFDS-01276,Synthetic simulated survey response - not real passenger data,,25-34,Man,Denmark,Friends,Higher,Hearing or vision support,Norway coastal / overnight,Copenhagen-Oslo,Motorcycle,Return,Holiday transit,Motorcycle,Long overnight (8+ hours),Private cabin,Travel agent,2-3 times a year,876,No,5,4,4,5,5,4,3,1,4,5,4,5,5,5,5,3,5,5,5,Promoter (9-10),5,5,1,Not applicable,Price and value; Comfort and a break from driving; Scenery and the crossing,4.6,,usable,true
DFDS-01277,Synthetic simulated survey response - not real passenger data,,35-44,Man,France,Business colleagues,Lower,Hearing or vision support,English Channel,Dover-Calais,Car passenger,Return,Business,Car,Short (under 3 hours),Reclining seat,DFDS app,Monthly or more,495,No,3,4,4,4,2,3,1,5,5,4,5,5,4,4,5,5,5,5,5,Promoter (9-10),4,5,1,Not applicable,DFDS-01277,Synthetic simulated survey response - not real passenger data,,35-44,Man,France,Business colleagues,Lower,Hearing or vision support,English Channel,Dover-Calais,Car passenger,Return,Business,Car,Short (under 3 hours),Reclining seat,DFDS app,Monthly or more,495,No,3,4,4,4,2,3,1,5,5,4,5,5,4,4,5,5,5,5,5,Promoter (9-10),4,5,1,Not applicable,Business flexibility,4.7,,usable,true
DFDS-01278,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,Belgium,Business colleagues,Lower,Hearing or vision support,English Channel,Dover-Dunkirk,Freight driver,Return,Freight work,Van / freight vehicle,Short (under 3 hours),Not applicable,Phone,Monthly or more,349,No,5,5,5,2,4,2,2,5,5,4,5,4,5,5,5,4,4,5,5,Promoter (9-10),5,4,1,Not applicable,DFDS-01278,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,Belgium,Business colleagues,Lower,Hearing or vision support,English Channel,Dover-Dunkirk,Freight driver,Return,Freight work,Van / freight vehicle,Short (under 3 hours),Not applicable,Phone,Monthly or more,349,No,5,5,5,2,4,2,2,5,5,4,5,4,5,5,5,4,4,5,5,Promoter (9-10),5,4,1,Not applicable,Price and value; Convenience; Vehicle access; Business flexibility,4.6,,usable,true
DFDS-01279,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,Denmark,Friends,Upper-middle,None,Norway coastal / overnight,Copenhagen-Oslo,Foot passenger,Outbound,Holiday transit,None,Long overnight (8+ hours),Reclining seat,Phone,Once a year,571,Yes,3,4,1,3,3,4,3,3,4,4,4,4,4,2,3,3,2,2,4,Promoter (9-10),3,3,2,2,DFDS-01279,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,Denmark,Friends,Upper-middle,None,Norway coastal / overnight,Copenhagen-Oslo,Foot passenger,Outbound,Holiday transit,None,Long overnight (8+ hours),Reclining seat,Phone,Once a year,571,Yes,3,4,1,3,3,4,3,3,4,4,4,4,4,2,3,3,2,2,4,Promoter (9-10),3,3,2,2,No strong stated motivation,3.2,,usable,true
DFDS-01280,Synthetic simulated survey response - not real passenger data,,35-44,Woman,United Kingdom,Friends,Higher,None,North Sea,Harwich-Hook of Holland,Foot passenger,Return,Visiting friends/family,None,Overnight (6-8 hours),Reclining seat,Travel agent,First time,312,No,3,4,3,5,2,4,5,3,5,4,5,4,5,5,5,5,4,5,5,Promoter (9-10),5,5,1,Not applicable,DFDS-01280,Synthetic simulated survey response - not real passenger data,,35-44,Woman,United Kingdom,Friends,Higher,None,North Sea,Harwich-Hook of Holland,Foot passenger,Return,Visiting friends/family,None,Overnight (6-8 hours),Reclining seat,Travel agent,First time,312,No,3,4,3,5,2,4,5,3,5,4,5,4,5,5,5,5,4,5,5,Promoter (9-10),5,5,1,Not applicable,Comfort and a break from driving; Visiting family or friends,4.7,,usable,true
DFDS-01281,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Sweden,Friends,Prefer not to say,None,Baltic,Kiel-Klaipeda,Motorcycle,Outbound,Leisure,Motorcycle,Long overnight (8+ hours),Premium cabin,Travel agent,Monthly or more,184,No,5,3,5,4,3,2,2,2,3,4,4,3,4,3,5,5,5,4,4,Promoter (9-10),3,3,1,Not applicable,DFDS-01281,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Sweden,Friends,Prefer not to say,None,Baltic,Kiel-Klaipeda,Motorcycle,Outbound,Leisure,Motorcycle,Long overnight (8+ hours),Premium cabin,Travel agent,Monthly or more,184,No,5,3,5,4,3,2,2,2,3,4,4,3,4,3,5,5,5,4,4,Promoter (9-10),3,3,1,Not applicable,Price and value; Vehicle access,4.0,,usable,true
DFDS-01282,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Norway,Business colleagues,Higher,None,Norway coastal / overnight,Copenhagen-Oslo,Freight driver,Return,Freight work,Van / freight vehicle,Long overnight (8+ hours),Private cabin,DFDS app,Once a year,389,Yes,3,3,5,3,3,3,1,5,3,1,1,1,2,1,2,3,1,2,3,Passive (7-8),2,3,4,2,DFDS-01282,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Norway,Business colleagues,Higher,None,Norway coastal / overnight,Copenhagen-Oslo,Freight driver,Return,Freight work,Van / freight vehicle,Long overnight (8+ hours),Private cabin,DFDS app,Once a year,389,Yes,3,3,5,3,3,3,1,5,3,1,1,1,2,1,2,3,1,2,3,Passive (7-8),2,3,4,2,Vehicle access; Business flexibility,1.7,,usable,true
DFDS-01283,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Netherlands,Friends,Higher,Mobility assistance,English Channel,Newhaven-Dieppe,Car passenger,Return,Visiting friends/family,Car,Medium (3-6 hours),Standard seat,DFDS app,Once a year,521,No,5,5,5,3,4,2,5,1,3,2,4,3,3,4,3,3,2,5,4,Promoter (9-10),5,5,1,Not applicable,DFDS-01283,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Netherlands,Friends,Higher,Mobility assistance,English Channel,Newhaven-Dieppe,Car passenger,Return,Visiting friends/family,Car,Medium (3-6 hours),Standard seat,DFDS app,Once a year,521,No,5,5,5,3,4,2,5,1,3,2,4,3,3,4,3,3,2,5,4,Promoter (9-10),5,5,1,Not applicable,Price and value; Convenience; Vehicle access; Visiting family or friends,3.2,,usable,true
DFDS-01284,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Poland,Business colleagues,Higher,None,Baltic,Karlshamn-Klaipeda,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,Corporate booking,First time,884,No,4,4,5,5,3,3,3,5,3,4,4,5,5,3,4,3,3,5,3,Passive (7-8),4,3,4,Not applicable,DFDS-01284,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Poland,Business colleagues,Higher,None,Baltic,Karlshamn-Klaipeda,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,Corporate booking,First time,884,No,4,4,5,5,3,3,3,5,3,4,4,5,5,3,4,3,3,5,3,Passive (7-8),4,3,4,Not applicable,Vehicle access; Comfort and a break from driving; Business flexibility,3.9,,usable,true
DFDS-01285,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Sweden,Business colleagues,Middle,None,Baltic,Karlshamn-Klaipeda,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Reclining seat,DFDS website,Monthly or more,515,No,4,3,4,4,4,2,2,5,4,5,4,5,3,3,5,3,5,5,4,Promoter (9-10),5,3,2,Not applicable,DFDS-01285,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Sweden,Business colleagues,Middle,None,Baltic,Karlshamn-Klaipeda,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Reclining seat,DFDS website,Monthly or more,515,No,4,3,4,4,4,2,2,5,4,5,4,5,3,3,5,3,5,5,4,Promoter (9-10),5,3,2,Not applicable,Business flexibility,4.2,,usable,true
DFDS-01286,Synthetic simulated survey response - not real passenger data,,65+,Prefer not to say,Sweden,Friends,Lower,Mobility assistance,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Return,Holiday transit,Car,Overnight (6-8 hours),Reclining seat,Phone,First time,782,No,3,3,5,3,3,3,3,1,4,3,4,4,3,4,3,5,3,4,5,Promoter (9-10),5,4,2,Not applicable,DFDS-01286,Synthetic simulated survey response - not real passenger data,,65+,Prefer not to say,Sweden,Friends,Lower,Mobility assistance,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Return,Holiday transit,Car,Overnight (6-8 hours),Reclining seat,Phone,First time,782,No,3,3,5,3,3,3,3,1,4,3,4,4,3,4,3,5,3,4,5,Promoter (9-10),5,4,2,Not applicable,Vehicle access,3.7,,usable,true
DFDS-01287,Synthetic simulated survey response - not real passenger data,,55-64,Man,United Kingdom,Friends,Higher,None,English Channel,Dover-Calais,Foot passenger,Outbound,Visiting friends/family,None,Short (under 3 hours),Reclining seat,Phone,2-3 times a year,650,No,5,5,2,2,4,2,5,2,3,3,4,2,4,2,3,2,4,5,2,Detractor (0-6),3,1,5,Not applicable,DFDS-01287,Synthetic simulated survey response - not real passenger data,,55-64,Man,United Kingdom,Friends,Higher,None,English Channel,Dover-Calais,Foot passenger,Outbound,Visiting friends/family,None,Short (under 3 hours),Reclining seat,Phone,2-3 times a year,650,No,5,5,2,2,4,2,5,2,3,3,4,2,4,2,3,2,4,5,2,Detractor (0-6),3,1,5,Not applicable,Price and value; Convenience; Visiting family or friends,3.2,,usable,true
DFDS-01288,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Belgium,Couple,Prefer not to say,None,English Channel,Dover-Dunkirk,Car passenger,Outbound,Visiting friends/family,Car,Short (under 3 hours),Standard seat,Travel agent,First time,778,No,3,5,5,3,2,2,5,1,4,4,5,5,5,5,5,5,5,4,5,Promoter (9-10),5,5,1,Not applicable,DFDS-01288,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Belgium,Couple,Prefer not to say,None,English Channel,Dover-Dunkirk,Car passenger,Outbound,Visiting friends/family,Car,Short (under 3 hours),Standard seat,Travel agent,First time,778,No,3,5,5,3,2,2,5,1,4,4,5,5,5,5,5,5,5,4,5,Promoter (9-10),5,5,1,Not applicable,Convenience; Vehicle access; Visiting family or friends,4.7,,usable,true
DFDS-01289,Synthetic simulated survey response - not real passenger data,,35-44,Prefer not to say,Sweden,Couple,Prefer not to say,None,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Reclining seat,DFDS website,2-3 times a year,685,No,3,5,5,3,5,4,2,2,4,3,3,4,5,3,5,5,4,4,4,Promoter (9-10),5,5,3,Not applicable,DFDS-01289,Synthetic simulated survey response - not real passenger data,,35-44,Prefer not to say,Sweden,Couple,Prefer not to say,None,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Reclining seat,DFDS website,2-3 times a year,685,No,3,5,5,3,5,4,2,2,4,3,3,4,5,3,5,5,4,4,4,Promoter (9-10),5,5,3,Not applicable,Convenience; Vehicle access; Scenery and the crossing,4.0,,usable,true
DFDS-01290,Synthetic simulated survey response - not real passenger data,,65+,Man,Netherlands,Business colleagues,Middle,Hearing or vision support,North Sea,IJmuiden-Newcastle,Freight driver,Outbound,Freight work,Van / freight vehicle,Long overnight (8+ hours),Premium cabin,Corporate booking,First time,261,No,2,5,4,5,3,2,2,5,5,3,4,5,3,4,3,5,3,3,5,Promoter (9-10),4,5,2,Not applicable,DFDS-01290,Synthetic simulated survey response - not real passenger data,,65+,Man,Netherlands,Business colleagues,Middle,Hearing or vision support,North Sea,IJmuiden-Newcastle,Freight driver,Outbound,Freight work,Van / freight vehicle,Long overnight (8+ hours),Premium cabin,Corporate booking,First time,261,No,2,5,4,5,3,2,2,5,5,3,4,5,3,4,3,5,3,3,5,Promoter (9-10),4,5,2,Not applicable,Convenience; Comfort and a break from driving; Business flexibility,3.8,,usable,true
DFDS-01291,Synthetic simulated survey response - not real passenger data,,65+,Non-binary,France,Friends,Higher,Hearing or vision support,English Channel,Newhaven-Dieppe,Foot passenger,Return,Leisure,None,Medium (3-6 hours),Not applicable,DFDS app,First time,414,Yes,5,4,2,2,4,4,2,2,3,2,2,2,2,3,2,3,2,3,4,Promoter (9-10),4,4,3,3,DFDS-01291,Synthetic simulated survey response - not real passenger data,,65+,Non-binary,France,Friends,Higher,Hearing or vision support,English Channel,Newhaven-Dieppe,Foot passenger,Return,Leisure,None,Medium (3-6 hours),Not applicable,DFDS app,First time,414,Yes,5,4,2,2,4,4,2,2,3,2,2,2,2,3,2,3,2,3,4,Promoter (9-10),4,4,3,3,Price and value,2.4,,usable,true
DFDS-01292,Synthetic simulated survey response - not real passenger data,,45-54,Man,Netherlands,Solo,Middle,Other assistance,English Channel,Newhaven-Dieppe,Foot passenger,Outbound,Leisure,None,Medium (3-6 hours),Not applicable,Phone,First time,699,Yes,4,4,2,3,4,3,2,3,2,3,3,4,2,2,4,3,3,3,4,Promoter (9-10),5,3,3,2,DFDS-01292,Synthetic simulated survey response - not real passenger data,,45-54,Man,Netherlands,Solo,Middle,Other assistance,English Channel,Newhaven-Dieppe,Foot passenger,Outbound,Leisure,None,Medium (3-6 hours),Not applicable,Phone,First time,699,Yes,4,4,2,3,4,3,2,3,2,3,3,4,2,2,4,3,3,3,4,Promoter (9-10),5,3,3,2,No strong stated motivation,2.9,,usable,true
